user_id,tweet_id,tweet_text,country
21343394,1637065568707649536,@patriottakes I don’t hear a difference. They are both delusional.,0
4091113216,1636040753045487621,Please don't leave me 🙏,0
2453883019,1495781363001212929,#photographer #photography #MichaelaWalshePhotography https://t.co/N0jMaFWZoB,1
889312132118052864,1637131204452384768,I’m getting really annoyed with these bots sending me dms,0
15269293,1637913434288451584,BUILD THE WALL https://t.co/vZa0Kd3Ca3,0
4070790100,1636033293383499776,@ClassicGuitarR1 Brighton Rock ✌️,1
1401704716229177345,1633860549971972096,@joncoopertweets Maybe he was just outing himself???,0
391127921,1637534813648191489,"@LeilaHormozi Purpose. Pick a big enough problem and solve even a slice of it. Package it and give it away for free. Charge for convenience but never the base solution.

Example: “Free instruction on our website or $20 paperback from Amazon, also a $5 a month membership on the app.”",0
2420879491,1637594277462024196,"This is how we should treat Barners. Great work. 

vid via: @MrLforreal https://t.co/T7F7j9dtg0",0
811453999,1634225778677170176,"Hi from Austin! Bye from Austin!

Quick 10 min layover! https://t.co/m4VVFKHnKR",0
1708404732,1625896259184734208,@DonaldJTrumpJr You want to bring back Elaine Chao?,0
18343426,1629535763346989057,"@ChudsOfTikTok Call the cops and have her dumbass removed from the property for trespassing, lifetime ban",0
615620775,1637667054063951873,@BlissfulChelle I will fight him Chelle,0
18343426,1622988749918404608,"London, Vegas, New York in 3 of the last 5 months. Life is wild. Time to chill for a bit.",0
3760756527,1636379537545265155,"@LindseyGrahamSC stop encouraging War&amp;flow of money to Ukraine your focus should be strengthening American families stop China from buying our land, looks like they are already in control of this president &amp; some in congress. You &amp; the other senators have supported Biden’s trill",0
1851940226,1635282788193820674,Amazing footage. The first one is so sweet. https://t.co/tpnfgmGAcK,0
1148890830,1637821150137909249,"🔥BREAKING SIDEBAR🔥

As GOD  &amp; Hiz SUN JESHUA
iz My Witness,,
My Respect 
&amp; Subsequent @ LOVE
For Them(FATHER&amp;SON)
iz NOT NOT NOT
Becuz GOD iz A “Big Shot”
&amp;or The Most Powerful Force
In The Universe,
But Rather,
My Respect &amp; Love
&amp; Committment To GOD
Iz BECUZ He , 
GOD iz Right",0
166430148,1637677795680681984,I legit did not want to let go of @SawyerWreck tonight and I think she needs to be booked in Canada more so I can hug her more often 💖💖💖,2
30286813,1637840357713952770,"#PumpRules #TeamAriana Ariana is such a sweet woman, she absolutely doesn’t deserve to be treated like a doormat!",0
1188599635423760391,1499795795847290881,"ordered some nascar merch off Amazon coming in soon along with my Kyle Larson license plate frames! 
#kylelarson #nascar https://t.co/VCxid2jjyz",0
362487691,1635103077702434819,@NKriziute My ❤️ My love 💕🥰💕💕 https://t.co/6W429qUrRc,4
1551930009123684359,1637247012335747073,I'm not live anymore more,0
1479658219484200961,1572453348326133760,@CumberBig ❤️💋💋💋,1
213732810,1635107938804301824,Hold on. Is that a @ShipleyDonuts graphic on the @UHCougarBB wall? 🤤 https://t.co/iJTUeMj9qj,0
2727702626,1624965749906497536,@STZ1414 Seems fair.,3
1012848932337127429,1629217484426412033,Atta kid Cowboy 👊🏻 https://t.co/bM97PvvE4P,0
382316715,1614092439442055168,"@ksorbs You, as Dylan Hunt: I’m going to disregard the overall story and use this show as a vehicle to kiss pretty women and portray my character as sleeping with them. 

You are the reason the show bombed. For a religious man you sure have an astounding lack of humility.",0
435407553,1624235322925109250,Drinking an Apricot Almond (Nitro) by Bawker Bawker Cider House @ Bawker Bawker — https://t.co/HQfDJB6QPS,0
1481800787013607428,1634180294826754050,Now this is how you speak at a city council meeting clear concise and to the point with a little bit of history and education to add a little razzle dazzle well done marcel🙌🏽🙌🏽🙌🏽👏🏽👏🏽👏🏽💪🏽💪🏽💪🏽✊🏽✊🏽 https://t.co/EkGsFSsInA,0
44983061,1610790916318695427,"🤘🏼🧡🪶 
my mom got a new sewing machine for xmas so i’m *patiently* awaiting for her to teach me how to use it for: ribbon skirts &amp; star blankets! so happy to FINALLY have a hobby i can physically do with my #chronicillness &amp; #autoimmunedisease! #NationalRibbonSkirtDay #LongCovid https://t.co/tE2lGSopjc",2
263996743,1636725139772456960,@re_pet3 @Rodney_ii_back @KingNickZaza What holiday? https://t.co/eg4marq62A,0
127944271,1632106413622444032,MORTAL WOMBAT - queue 90's techno and then prepare for an excellent European style pilsner. Crisp with a nice bite of hops to finish it off. - Drinking a Mortal Wombat by @MetazoaBrewing @ Books &amp; Brews - Brownsburg  — https://t.co/ITRLKZSogC,0
1380307790,1632244775381516288,Bono recorded this for @chrisrock ‘s live show tonight on @netflix. The show was fantastic. Learning and laughing with Chris Rock! ❤️😍😂🤣 #Bono #ChrisRock #SelectiveOutrage #comedy https://t.co/q3Ohb8ohi9,0
1603821758754193408,1637656237901742080,motor boat this hole. 😗🥴😛,0
44390597,1629306844601622534,@Alyk_Senoj Because I be feeling the effects,0
86919158,1625640697096437760,"You’re welcome, @LegendsConcert !!! 😁😁😁 https://t.co/D3fMcqDhO6",0
534740246,1629864537229860866,"@___Bils We have about 179,000 polling stations in Nigeria",5
112246114,1637514083489513475,"@danny_mercer I think it’s so subjective based on what ye want and nostalgia, my fave is Johto so I’d say G/S/C, but probs HG or SS as the remakes are supreme. FireRed if you want a good old fashioned re-ignition of yer Pokébones, Emerald is probably the better game …",1
1443627644558319628,1636572133223710721,"@CodyMayer22 I’m so close, maybe I’ll stop by Golden Gate soon.",0
1421902653601325058,1635940844334198784,"Our eyes are fire, our hearts are cold",0
533284502,1623114786043985920,@trickytree52 @NFFC Thanks mate. Pleased you enjoyed it 👍,1
157077618,1637133863192346624,"I forgot I had this.  Yeah, some days I miss my old self....Oh, wait. No I don't. I haven't changed at all! https://t.co/w2jahq2P8E",2
186191825,1637244170258743296,Always an edge in MMA betting. LFG LEON.,0
2568322956,1633191324911554560,Back to #godspell mode. It was nice not worrying about it the last 4 days. #theatre,0
882622383789555712,1637277429634060288,@ashok777_kalam Ganja &amp; Alcohol!,4
1348825068483211270,1636593337095565312,"OMG there’s a rainbow in this pic, how gay 🌈",3
1115380848310636545,1627397704119914497,@AmandaTaylor35 @DanielHBoland Worldwide Privacy Tour!! 🤣🤣🤣👏👏👏,3
1312383986,1637899691252654086,Will you be turning yourself in tomorrow?,0
392864139,1637929032263307264,The Lasting Effects of COVID-19 on Undergraduate Transfer via @ACEducation https://t.co/kiMHStBABF,0
1624546585291157506,1631676959293059073,@KOLDNews Great….a felony is absolutely the right label.,0
2255802649,1628290029935267840,"Law enforcement in Chula Vista,CA. R using a newer type of weapon 2hurt me w/on a regular basis they watch me well I’m home&amp; where I sit or lay they shock me w/an electrical current well they’re N their cars they turn up or down the wattage 2hurt me more or less this isn’t a hoax",0
1311432476615733252,1638001041487568896,We See You Ben!!!! #UConn !!!!! https://t.co/4pbRKY6dAk,0
202431511,1621295641006862336,People will go to Paris and gush over Norte Dame when Sacré Coeur is literally right there!,0
15573480,1610104880940867584,@PagnattiJrESPN @NFL 🖕 you…they’re humans not robots…what an a**hole,0
20693110,1636183974786547712,"@MarkVinPaul @cpluscp This seems awfully punitive. And unlikely to be passable even with democrat majorities. I like rmi for more politically realistic solutions that recognize that technology makes the pie bigger and can achieve your goals in Pareto superior ways. 

https://t.co/SGodjNgv6c",0
36409600,1637943343555686400,@jimmy_dore @UnitedforEP @kurtmetzger @miserablelib Ukraine civilization is a evil NAZI  CIVILIZATION https://t.co/xZfyKuOnOL,0
428756214,1630436174169886721,Why Kevin hart keep being posted I’m very confused,0
3299453507,1635573512453619712,Music always switches my mood 🙂🎧🎶 #musiclover #dj #tuesdayvibe,1
2166971473,1637941156448284672,@Urunderarrest Well that’s were we differ slightly.  I’d rather have far less government in my life. To that end we’re better off and that is in fact solution based. I think we put far too much faith in national politicians. I won’t put a name before “America”.  This isn’t Trumps or Biden’s.,0
885953808471179264,1635070958523547649,"@slab1slab Hey thank you,  yes indeed.",0
22885451,1636476597308932096,"Once again encouraging everyone to watch Succession before the final season starts. 

A perfect show. 

No other show has ever done as good of a job of balancing drama and comedy.",0
363741070,1636800607658082304,"Get you a best friend who makes you laugh like this during your audition. Love you @jessicadrolet . And yes...I know, I know. That cackle is #WhyImStillSingle . 😏😏😏 https://t.co/jOp2mzFJq0",0
1175141954583257088,1626422110280364032,Coolest thing ever from Roman times https://t.co/65QqYrGi3A,0
19269615,1633467365382823936,Happy Birthday @CoachSark! Looking forward to seeing ya April 15th! 🤘🏻 #HookEm,0
824393186453889025,1627090666651267075,Looks like it’ll be the green jerseys tonight. https://t.co/z0rKWYFghv,0
1550224295800049665,1621979354266828801,@andrew_lilico @ArchRose90 Maybe bullying is the reason our government hasn't worked well. It hasn't worked well has it? Maybe bullying needs to be curbed for it to function better,1
64020812,1600834320931123200,"UNCOMMITTED #Millerball Sophomore INF @Trevor_Corbett2 in @ #21. The best is yet to come. 

#NeverDaunted https://t.co/Oc3mCRaE5D",0
484091906,1629780361172361216,"No more mind games to control human beings through various tactics, be kind and polite,  as false images are like wise words without wise action 
Try to understand human psychy and to deal with them in a respectable manner as you can't change other but yourself 
Dr Najeeb Rumi https://t.co/xBlbwsBSO6",1
590592268,1624633194715684865,This team has a little magic dust on them. Could be an interesting March…just sayin’ #MIZ https://t.co/QVl1CY0ugx,0
921249301078016000,1637906085712412673,"@Helexzura HOW DARE YOU SUPPORT A DEVELOPER YOU LIKE AND USE YOUR OWN MONEY THE WAY YOU WANT TO USE IT

Fight me. Something something hard tacos",0
30697352,1637970599141154816,@TeamMexicoBeis is really shooting their shot #WorldBaseballClassic,2
983613907,1636451908369125376,@alanchr5412 Honey no. I wouldn't have gone back for my child.,0
781850271639040001,1630009959013294084,I really do just be saying “eh it is what it is” and just keep trucking through.,0
1473496434410344450,1636969387382181889,@NaiboVisuals @foundation 💚💚💚,0
221952115,1636524242769702914,If you seen inside my fridge right now you would think I’m healthy af 😭🥰,0
1571355912107069441,1637754444778713088,You know #GuardiansOfTheGalaxyVol3 is good when you sit in the theatre at 11am and hear the jingle of the World's Greatest Grandma Charm Bracelet as Nana Gets Hers. https://t.co/Qs1BMdpmqS https://t.co/1e7u27XyhT https://t.co/imuVQGXAvu,0
1235941407870730245,1634575858441519108,buy $bond low market cap only 10 million supply whale favourite for pump in bear market cmp:3.74 dollar target for 7 dollar $shib $btc $cvp $ankr $ocean $people $eth $bnb $usdc $usdt $lunc #crypto #ai,4
21961038,1638007903721525248,measure compliance rates of thousands of patients who are on the access program we run in partnership with Novartis . #APPIS #APPIS2023 #partnerships #compliance #wellbeing,4
28819034,1637583329041031168,Froggy style! This made me laugh more than it should have 🙈 https://t.co/uQfBNXkCl3,1
768344398706769920,1637677533264068608,"Today I learned what lot less is, never heard about it til today",0
872256272044785665,1634300917594955777,@blacklikewho @canisialu lol I know but she has a point nonetheless. When she said you can add garlic and salt f you’re being bold (can’t remember the word she used) I honestly laughed out loud 😀,2
614637309,1627398621737140224,Just not what I’m looking for anymore,0
1477493927469015040,1629987828187774977,"Everyone recognizes you're a phony and a fraud.  
Just ask your wife..... https://t.co/A5N5HGG6sA",0
777911630189334532,1635172311736414210,@ndtv Very true !!! Whole Nation condemn it !!! He must apologise to Nation for maligning image of Country on foreign land. It's betrayal to 140 Cr people of country 🇮🇳 @RahulGandhi @PMOIndia @ianuragthakur @ANI,4
205388358,1635081161637793793,Picture perfect evening for Spring Break!    Oklahoma City is looking good!@hfallskbtx @NWSFortWorth @NWSHouston @NWSNorman @codycoil @MackAttackWX @KBTXShel @KBTXMax  @_Bricktown https://t.co/SQCdmusNzi,0
2567808150,1636483235294355456,"I’m really disliking the refs of this Charleston/San Diego State game. First that 3 point foul call and now this end of game foul.

So silly for them to insist on shooting these free throws and putting time back on the clock…

Just prolonging an inevitable loss.",0
2399358647,1636867677066067969,Zach Edey looks absolutely ginormous compared to these FDU defenders.,0
1441814397689630726,1634995312849981440,@CarolineLucas Are you for real?,1
124074274,1632258384048029701,@MaryFernando_ She is such a cutie!❤️❤️❤️,0
141372542,1637101569278869504,"@libra10584 This so true. I come from a family of 8 and as we grew up we have deep seeded resentment of each other but there are moments when we still come together and when we do it’s absolutely beautiful. 

We are just not functional for long",0
138681951,1628128766089388032,@admirim @Lacoste Total BS! People having fun…get a life!,3
1293681332,1620937729902084096,Having Nets/Celtics and Bruins/Leafs on tonight while also hoping to binge Brady content is sensory overload and not very fuel efficient,0
724600302360510464,1603033661338963971,Standing room only at the @sequoiaproject annual meeting. Excited to be a part of the #TEFCA roadmap panel to discuss the incredibly rapid progress so far! #healthIT #Interoperability https://t.co/1iKGzYVdYd,0
249404042,1629302399440502785,"@JoeGiglioSports No. 

Turner
Harper
Realmuto
Schwarber",0
527004550,1611236480021680129,@deuxmoiworld do you have any info on frank ocean playing Coachella,0
85197462,1633513369209643021,Congratulations Hannah ! https://t.co/MJfgcCOvYJ,0
560113809,1635864201414557698,"Did a Drafthouse double feature of The Matrix Reloaded and Revolutions tonight, and I’m here to remind everyone that these movies are great actually.",0
613639722,1621282961038376960,Don’t miss this one!!!  Register today!! https://t.co/fd5uVuxYLR,0
912689204,1597777922089455617,In HOUSTON we dont say “you missed the exit” we say “where you going” 😂😂😂,0
88850707,1631668944649043969,Daniel Jones seeking $45 MIL?! Lmfaoooo dude…,0
907488890470096896,1601994993333596161,"frosty the snowman, jaywalking legend",0
1306979215724744705,1638049649192837122,@sartoshiX https://t.co/QAKWrXbJ8y,0
1536731943424954370,1635649589507239937,@CalltoActivism More like for being inept.,0
1602206850321203208,1637932683828273155,"Second point 😭😭😭
De tried https://t.co/jAOGmVzR8I",5
1243908817731104768,1637255173373345792,"FROM MY DICTUM
To all Lagosians sooner or later you shall pay for the lost lives.
#BitterTruth 
If Igbo's decided to withdraw all their investment from Lagos, I bet you Atlantic Ocean will reclaim her route.
@Bod_repuplic @CrownprinceCom2 @SEzekwesili @PeterObi @PeterPsquare",5
743101156679766017,1637172704024612864,You know what’s fucked up!?! How they never had a wheelchair ramp for Bran in Game Of Thrones! Like fuck man he always just chillin in the courtyard. 🤣🤣🤣,0
1329976396358279168,1575662536921272320,you heard it here first https://t.co/LfDCumChZW,0
152009257,1631115411696615424,"If you’re going to call it education “freedom” and pit it against religious freedom, I’m going to choose religious freedom every time. #1stAmendment https://t.co/OXOG8cwi16",0
723352020246122497,1637976544193703941,Pence needs to hide his ugly stupid face and just go the fuck away. https://t.co/iNx0jHwMZb,0
22111680,1637713367661187074,"@LisaHafey I don't. I got told a few years ago I could get one bc mum was born there but I've just stayed with the Aussie passport.
Can't travel overseas atm anyway sadly.",3
1221893096683790338,1635660749530882048,@UMNPsych @AcademicChatter @PittTweet @LRDC1 @JohnsHopkinsSPH @UTHealthHouston,0
884595903675236352,1632029967738626053,"Telugu warriors ❤️
@TeluguWarriors1 
@ccl 
@AkhilAkkineni8 @MusicThaman 
@actor_Nikhil https://t.co/nJSww9xLic",4
905264700207878144,1627367906714566656,Finally got to dance to some Mexican music my heart is happy 🤠🫶🏼,0
971368541269176321,1586460576292683781,Results are now posted at https://t.co/TlaUSKaqQf from today’s Adult XC Series Week 5 at Tatum Park (Hollland Activity Center). Congrats to the Hazlet Running Club men &amp;  @TheJSRC women on the team &amp; individual wins. 1 more week to go: Sat. Nov. 5 at Huber Woods. All are welcome! https://t.co/aU1FqRuj34,0
1387912282403917824,1628607344144789505,"Auntie Season ..  🦌 
                   #LANDBACK https://t.co/9Ivjg55bRH",0
126305839,1637165189677166592,"WE MADE IT!! 🤩🙌🏼
Ready for Session I to beginnn!! https://t.co/3JYXmpqQQ3",0
169368475,1626208464560332801,Insane phase of the pandemic that I’d completely forgotten about https://t.co/ayrZAIljrJ,0
1448097585886007296,1637997737152004097,"O magnify the LORD with me, And let us exalt his name together.
Psalm 34:3 KJV

https://t.co/PnR8Uk8C7p",0
296360845,1599551118270296064,"@AdamKinzinger @MittRomney I’m not voting Republican until they Denounce Maga, get rid of Maga supporters, stop with taking advantage of evangelicals, stop Gerry meandering, playing the victim, stop using fear as motivator, stop pandering to racist, and support putting Florida Man in jail.",0
1356198673571524610,1637940446230896640,https://t.co/CLpcmveOfs,0
2330775848,1636914178106556418,@justnormalG71 @BoilerBall And a 13 the year before. It’s just so old my expectations have been so high,0
33679185,1638032851605282816,@SadMoodyLibra Doesn’t mean she won’t either lol,0
1247514539450458113,1638058385475244032,"@MahendraBinwani @JantaKeeAwaaz जी सही कहा
#न्याय_व्यवस्था
की भ्रष्टता चरम पर है
Asaram Bapu Case
Exposed By Lawyers
' जब लड़की से पूछा गया तुम कहती हो रेप नही हुआ बस कंधे पर हाथ रखा संत ने, इसका कोई गवाह है तो उसने कहा "" नही "" फिर भी न्यायतन्त्र ने संत को POCSO तहत उम्रकैद क्यों दी ? किधर है
Justice For All ? https://t.co/TAMLT4TIhG",4
2492165570,1637800394385440775,"On this date in 1854 the Republican Party was founded. Our great recalibrations of the American compass have always first found articulation in what we are against. 

Anti-British Empire
Anti-Slavery

Today, forces of anti-globalism are on the move in our next date with destiny.",0
199339482,1625285715046305793,👳🏾 https://t.co/B9bufZShMP,0
409699864,1635011469359337474,@CoolGuy_Marv24 Been 2 years in a row lol. He touching 30 but the Dolphins run a shit ton of cover 3. I’m just mad they ain’t use that compensation to get Derrick Henry,0
788831276723757056,1525602496563105792,"At the May 14, 2022 Ordination to the Diaconate at the Holy Name Cathedral, my daughter visited briefly with His Eminence, Cardinal Cupich.
@CardinalBCupich @archchicago https://t.co/pNehnXmrik",0
1391125350734835720,1633685423821307904,"@gregkellyusa @CapitolPolice No, he did not. And you are a 🤡.",0
1002290813362040833,1636098931573805056,"@sam_wiebe One day I want to do a series of double bills called “Driving Through the Seventies”. I tried to do it in Saskatoon but hit a brick wall.
- Vanishing Point 
- The Getaway.
- Two-Lane Blacktop.
- Gone in 60 Seconds.
Even Dazed and Confused.",2
68832732,1637786713509572610,@pats_chatter247 He only posted that for engagement and you fell for the trap. Just ignore him. Seems like a nice guy but 🤦🏻‍♀️,0
4703826552,1637594909552041984,@Flowerchatx beautiful smile 😍,0
1544350093763026948,1634928992003436545,"@NotHoodlum Nothing wrong with a kid working in the right environment
14 years old is the minimum age",0
4830849630,1637297038294650883,@danielsgoldman @mtgreenee 💣 💣 💣 💣 💣 https://t.co/JMs1HPFB3U,0
227842043,1634729270005121025,"Tonight's @eplocomotivefc Starting XI for the season opener against @SacRepublicFC. #CincoDeLocos #ELPvSAC 

Cc:@TheStrikerNews/@600espnelpaso https://t.co/VrYDulCD7L",0
1586097697693388800,1625580370099073024,@WomenFresno has academic scholarships available for Fresno residents — apply by February 15th! https://t.co/bsRw5tNNt8,0
72582295,1632472508686557184,@MBernardoNews @jodyvance @TopGunMovie They are both great! I’ve watched Maverick 3 times in theatre and enjoyed every minute 🏆🔥,2
4133654440,1635690165547958273,@man_dammn Guess we don’t need any good players.,0
1616062250850172928,1620396074941964288,"Come support your girl, 🥹👉👈🥰I'm live on Twitch, come hang out! https://t.co/WvCfP2expZ",0
200043686,1631637330262933506,Let my 16 year old join Instagram and she has started criticizing my photos 😩,0
942851579299840000,1637421512989835264,@bb_roberson @MikeRodgerson Following.,0
3615763997,1590734318963658753,"Thank you for the love and support yesterday! We announced our move to Baltimore City at @CoppermineFH Du Burns Arena for the @MASL3com season.

With our Holiday Sale, Season Tickets are only $29.95. The purchase comes with a Baltimore Kings t-shirt... https://t.co/gJee2RUwU9",0
26933584,1636769767993544704,FO clutches their pearls for @$$hole chants but open flames in a crowd is good for atmosphere? FOH. https://t.co/6WRT9Ecmsd,0
3819883583,1637613985561300992,@Brodeyy_51 @Beeznitchio Because you cum across as the kinda guy that would gutter it every time.,0
21699095,1637304811128324097,Thanks for that cat turd https://t.co/gxWgiG1CxN,0
240044567,1618710526166728704,I wish I got this type of entrance on 2K..mfs just run past me 😂 #NBA2K23 https://t.co/M7rphz0pYR,0
119210472,1636044080928161793,"Join the excitement! Apply today to be a part of the Allied Universal Event Services team throughout the #Lexington, NC area. APPLY NOW: https://t.co/QBRlmitPZl #SecurityOfficer",0
4850823731,1632718301829689345,@BrownSpiderCLE Not with Stefanski as coach. He makes no in-game adjustments. He fails to use Chubb in the second half. He doesn’t seem to have the locker room. The demands of being an NFL head coach overwhelm him.,0
773526096390266881,1634128717369987072,@MarinaL1 Have a wonderful day 💜💜💜 https://t.co/NAXHiHTlIn,3
482155190,1637847425724317697,"@EricTrump …when the hammer misses the intended target this is what you get.

             Silly deflection.

…some seems worried.",0
589279280,1631750687360008192,@LauraABuckner @indylibrary I love libraries 🙂 See you next week!,0
1298950141580320769,1635061839917891584,"@FreedomCosts1 @danielmdirks The right wants to ignore the crisis going on in Central and South America. Until something is done, expect people to flee and come to the U.S.",0
205929062,1599761839813861376,Fantastic opportunity 🙌🏻👇🏻 https://t.co/2k47cMSBJq,2
159512414,1631807164678283265,"@HawleyMO It’s not inherently about churches, it’s about community spaces that have a deeper connected meaning to them.",0
806922648680697856,1634927609912934401,Capabilities to know that teen pregnancies are an issue. God does not want us to take life away even gor a child but God also didn't promote sex before marriage,0
1286728479694901251,1630717179787108353,"@nytimes If the court can't rule loan relief then law makers need to. My last two yrs of college were funded by guaranteed student loans. My loan amount reduced per my parents income on a loan I had to pay! Fortunately, a grant made up the shortfall!",0
1225421924097982466,1637309955907760129,Can I fuck u with yo drawls on ? 😈,0
3293770089,1634613983570190337,@Roger_Jones_28 @Glow_bell @contactelectri3 @ChrisRuddock2 https://t.co/Q6KC2UUVmH,1
83845538,1636707612556181504,@bigdonkey47 @GatorsBB Can’t stand the Gators but applaud this! This is absolutely what it was all about. Well done fellas!,0
19864883,1637533742347571207,"I take responsibility, but I don’t really take responsibility. 🤷‍♂️ 
Dude! No one was saying you weren’t the best team up to that point, but he’s not wrong. You helped your team implode -spectacularly. https://t.co/jYtjMITsMX",0
1168381031751094272,1634777956466950144,"@RachelNotley Kicking out that liar Rachel 🤥🤥🤥🤥 people stop walking as blind 🦯🦮 and stop acting as deaf ⁉️ etc.
Thinking about Rachel when she was Alberta government &amp;all corruption she has done with your combo crooked politicians are evils 👹 &amp; disgusting in our democracy etc.
Stop it. https://t.co/H3EHpBCsqy",2
29844525,1634665113507491840,"Congratulations to our great friend @StanWagnon and his @UcoWrestling squad!!  They did something BIG

Very well done! https://t.co/IMLDjOVBeV",0
116238004,1603141488006684673,@Panthers @Fire_Burns99 https://t.co/kKm8se0BT8,0
1353232442,1633227169379028992,The fucking hard summer line up is actually fucking nuts 💥💥💥,0
25835196,1631813877963845632,@LoveRetroBTW Lol she immediately crashed,0
293673508,1632231112779915264,Triangle of Sadness was good for about 149 minutes.  Then it ended.   F the writers :).   #TriangleOfSadness,0
3334812477,1635342287604707329,"@MadScientistFF A donkey, no wait, a seal, no definitely a donkey. Oh, it just changed to a seal again. Now it’s a bunny rabbit - oh blast, why won’t it stay as one thing?",1
1012141260604346368,1637252804631822336,@SamSteckloff Agreed. He’ll get you guys the title eventually https://t.co/FvhbrpfeUT,0
704623136755601408,1638040970037190658,Long hang-over! https://t.co/dgxqbvcgmQ,4
1589373412689862656,1636834078002655232,@antidemfascism @RichardMilikin @FoxNews NO I don't believe any of them CNN NONE OF THEM since before globalist killed JFK,0
3436893772,1636497634876694535,@TheTweetOfRhea 💙🌻🪶 https://t.co/dxfj075pRU,0
2352150418,1629955860087570433,????? Why would someone 1) be proud of that and 2) put it on the internet😭😭 digital footprint babes https://t.co/2WguYb2zQZ,1
214122938,1616415652209721344,@NeverYayy How you holding us accountable in our slp. We are literally unconscious. I leave this comment because sometimes. I snore.,0
1449009483917713408,1624802929940267009,@MU4124 @PowerMizzoucom @DRFrancois1 Clarence Gilbert was so awesome!!👍🏀,0
